,employer,title,salary,submitDate,startDate,caseStatus,city,state
13782,precision medicine group llc,Senior Data Scientist,132521,2020-05-20,2020-09-06,CERTIFIED,FREDERICK,MD
13783,aetna resources llc,Lead Data Scientist,130000,2020-05-20,2020-08-15,CERTIFIED,NEW YORK,NY
13784,ancile inc,Data Scientist,115190,2020-05-20,2020-10-01,CERTIFIED,MILPITAS,CA
13785,ancile inc,Data Scientist,115190,2020-05-20,2020-10-01,CERTIFIED,MILPITAS,CA
13786,ancile inc,Data Scientist,115190,2020-05-20,2020-10-01,CERTIFIED,MILPITAS,CA
13787,novant health inc,Data Scientist,102024,2020-05-20,2020-10-01,CERTIFIED,CHARLOTTE,NC
13788,tiger analytics llc,Data Scientist,125000,2020-05-20,2020-07-01,CERTIFIED,CHICAGO,IL
13789,atwork systems llc,Senior Data Scientist,82077,2020-05-20,2020-10-01,CERTIFIED,HERNDON,VA
13790,amazon,Data Scientist,160000,2020-05-20,2020-05-21,CERTIFIED,SEATTLE,WA
13791,blizzard entertainment inc,Senior Data Scientist,149375,2020-05-20,2020-11-14,CERTIFIED,IRVINE,CA
13792,valuenex inc,Data Scientist,135000,2020-05-20,2020-10-01,CERTIFIED,MENLO PARK,CA
13793,citizens financial group inc,Senior Data Scientist,110000,2020-05-20,2020-08-22,CERTIFIED,BOSTON,MA
13794,amazon,Data Scientist,160000,2020-05-20,2020-10-01,CERTIFIED,SEATTLE,WA
13795,harris telecom llc,Data Scientist,90000,2020-05-20,2020-10-01,CERTIFIED,NEW YORK,NY
13796,aetna resources llc,Data Scientist,95000,2020-05-20,2020-10-01,CERTIFIED,HARTFORD,CT
13797,pharmaceutical research associates inc,Associate Data Scientist,75000,2020-05-20,2020-10-01,CERTIFIED,BLUE BELL,PA
13798,ettain group inc,Data Scientist,102024,2020-05-20,2020-10-01,CERTIFIED,CHARLOTTE,NC
13799,georgia-pacific consumer operations llc,Senior Data Scientist,115000,2020-05-20,2020-06-08,CERTIFIED,ATLANTA,GA
13800,convoy inc,Data Scientist,100000,2020-05-20,2020-10-01,CERTIFIED,SEATTLE,WA
13801,lowe's companies inc,Senior Data Scientist,141000,2020-05-20,2020-10-01,CERTIFIED,MOORESVILLE,NC
13802,ariba inc,Senior Data Scientist,117188,2020-05-20,2020-06-05,CERTIFIED,PALO ALTO,CA
13803,aetna resources llc,Senior Data Scientist,130000,2020-05-20,2020-05-28,CERTIFIED,NEW YORK,NY
13804,rockerbox inc,Data Scientist,86460,2020-05-20,2020-10-01,CERTIFIED,NEW YORK,NY
13805,sprint corporation,Associate Data Scientist,89018,2020-05-20,2020-10-01,CERTIFIED,WARREN,NJ
13806,amazon,Data Scientist,155000,2020-05-21,2020-05-26,CERTIFIED,SEATTLE,WA
13807,arbormetrix inc,Data Scientist,64646,2020-05-21,2020-11-16,CERTIFIED,ANN ARBOR,MI
13808,sierra consulting inc,Data Scientist,80766,2020-05-21,2020-05-22,CERTIFIED,O'FALLON,MO
13809,hypergiant llc,Data Scientist,110000,2020-05-21,2020-10-01,CERTIFIED,ALLEN,TX
13810,stitch fix inc,Data Scientist,225000,2020-05-21,2020-11-05,CERTIFIED,SAN FRANCISCO,CA
13811,panasonic corporation of north america,Data Scientist,98900,2020-05-21,2020-10-01,CERTIFIED,DENVER,CO
13812,micronet it solutions inc,Data Scientist,120000,2020-05-21,2020-10-01,CERTIFIED,SAN RAMON,CA
13813,baanyan software services inc,Data Scientist,89000,2020-05-21,2020-10-01,CERTIFIED,BROOMFIELD,CO
13814,honeywell international inc,Data Scientist,109429,2020-05-21,2020-09-02,CERTIFIED,ATLANTA,GA
13815,aetna resources llc,Data Scientist,135000,2020-05-21,2020-10-01,CERTIFIED,12TH FLOOR,NY
13816,wal-mart associates inc,Senior Data Scientist,108324,2020-05-21,2020-11-08,CERTIFIED,BENTONVILLE,AR
13817,claires stores inc,Junior Data Scientist,63357,2020-05-21,2020-10-01,CERTIFIED,HOFFMAN ESTATES,IL
13818,aetna resources llc,Data Scientist,105000,2020-05-21,2020-10-01,CERTIFIED,NEW YORK,NY
13819,amazon,Data Scientist,155000,2020-05-21,2020-06-01,CERTIFIED,BELLEVUE,WA
13820,ancile inc,Data Scientist,115190,2020-05-21,2020-10-01,CERTIFIED,MILPITAS,CA
13821,amazon,Associate Data Scientist,139855,2020-05-21,2020-10-01,CERTIFIED,SUNNYVALE,CA
13822,aetna resources llc,Data Scientist,95000,2020-05-21,2020-10-01,CERTIFIED,NEW YORK,CT
13823,aetna resources llc,Data Scientist,125000,2020-05-21,2020-10-01,CERTIFIED,12TH FLOOR,NY
13824,audible inc,Data Scientist,115000,2020-05-21,2020-10-01,CERTIFIED,NEWARK,NJ
13825,e & j gallo winery,Data Scientist,101500,2020-05-21,2020-05-28,CERTIFIED,MODESTO,CA
13826,impetus technologies inc,Associate Data Scientist,99500,2020-05-21,2020-11-20,CERTIFIED,SCOTTSDALE,AZ
13827,hypergiant llc,Data Scientist,87500,2020-05-21,2020-10-01,CERTIFIED,AUSTIN,TX
13828,lexisnexis risk solutions inc,Data Scientist,62878,2020-05-21,2020-11-15,CERTIFIED,ALPHARETTA,GA
13829,homeawaycom inc,Senior Data Scientist,85176,2020-05-21,2020-10-24,CERTIFIED,AUSTIN,TX
13830,jo-ann stores inc,Data Scientist,76073,2020-05-21,2020-11-04,CERTIFIED,HUDSON,OH
13831,amazon,Data Scientist,140000,2020-05-21,2020-06-01,CERTIFIED,BELLEVUE,WA
13832,aetna resources llc,Data Scientist,112000,2020-05-21,2020-10-01,CERTIFIED,WELLESLEY,MA
13833,stanley black & decker inc,Data Scientist,104000,2020-05-21,2020-05-22,CERTIFIED,WALTHAM,MA
13834,ge digital holdings llc,Senior Data Scientist,104500,2020-05-21,2020-08-01,CERTIFIED,AUSTIN,TX
13835,judge technical services inc,Data Scientist,77480,2020-05-21,2020-10-01,CERTIFIED,DETROIT,MI
13836,os management inc,Data Scientist,79498,2020-05-22,2020-10-01,CERTIFIED,TAMPA,FL
13837,aetna resources llc,Data Scientist,125000,2020-05-22,2020-10-01,CERTIFIED,NEW YORK,NY
13838,truthset inc,Data Scientist,98000,2020-05-22,2020-10-01,CERTIFIED,SAN FRANCISCO,CA
13839,paypal inc,Associate Data Scientist,148000,2020-05-22,2020-06-04,CERTIFIED,SAN JOSE,CA
13840,the vanguard group,Data Scientist,115000,2020-05-22,2020-07-13,CERTIFIED,MALVERN,PA
13841,aetna resources llc,Data Scientist,135000,2020-05-22,2020-10-01,CERTIFIED,NEW YORK,NY
13842,ascend technology inc,Data Scientist,130000,2020-05-22,2020-10-01,CERTIFIED,CUPERTINO,CA
13843,trinitiii llc,Data Scientist,111950,2020-05-22,2020-10-01,CERTIFIED,MIDDLETOWN,NJ
13844,the vanguard group,Associate Data Scientist,115044,2020-05-22,2020-10-01,CERTIFIED,MALVERN,PA
13845,pharmaceutical research associates inc,Senior Data Scientist,102918,2020-05-22,2020-10-01,CERTIFIED,LENEXA,KS
13846,sap america inc,Senior Data Scientist,144935,2020-05-22,2020-08-18,CERTIFIED,SUNNYVALE,CA
13847,mindtree limited,Data Scientist,74984,2020-05-22,2020-09-08,CERTIFIED,REDMOND,WA
13848,securiti inc,Data Scientist,105622,2020-05-22,2020-10-01,CERTIFIED,SAN JOSE,CA
13849,figur8 inc,Data Scientist,86357,2020-05-22,2020-10-01,CERTIFIED,BOSTON,MA
13850,bill me later inc,Data Scientist,114800,2020-05-22,2020-10-01,CERTIFIED,PLYMOUTH MEETING,PA
13851,mindtree limited,Senior Data Scientist,94203,2020-05-22,2020-09-08,CERTIFIED,REDMOND,WA
13852,uber technologies inc,Data Scientist,127050,2020-05-22,2020-10-12,CERTIFIED,SAN FRANCISCO,CA
13853,saint luke's health system,Data Scientist,92235,2020-05-22,2020-11-21,CERTIFIED,KANSAS CITY,MO
13854,gentuity llc,Data Scientist,84000,2020-05-22,2020-10-01,CERTIFIED,SUDBURY,MA
13855,aicure llc,Data Scientist,137426,2020-05-22,2020-11-10,CERTIFIED,JERSEY CITY,NJ
13856,polis inc,Data Scientist,93200,2020-05-22,2020-05-29,CERTIFIED,GRAFTON,MA
13857,scottline llc,Data Scientist,97000,2020-05-22,2020-10-01,CERTIFIED,PISCATAWAY,NJ
13858,i brain solutions llc,Data Scientist,84260,2020-05-24,2020-06-01,CERTIFIED,EDISON,NJ
13859,i brain solutions llc,Data Scientist,84260,2020-05-24,2020-06-01,CERTIFIED,ENGLEWOOD CLIFFS,NJ
13860,genentech inc,Data Scientist,140670,2020-05-25,2020-10-01,CERTIFIED,SOUTH SAN FRANCISCO,CA
13861,artificial intelligence technologies llc,Data Scientist,46925,2020-05-25,2020-10-01,CERTIFIED,PLANO,TX
13862,sparkcognition inc,Senior Data Scientist,100000,2020-05-26,2020-11-13,CERTIFIED,AUSTIN,TX
13863,ibm corporation,Data Scientist,111904,2020-05-26,2020-10-01,CERTIFIED,ARMONK,NY
13864,amazon,Associate Data Scientist,125500,2020-05-26,2020-10-01,CERTIFIED,SEATTLE,WA
13865,enquero inc,Principal Data Scientist,109554,2020-05-26,2020-10-01,CERTIFIED,SANTA CLARA,CA
13866,robinhood markets inc,Senior Data Scientist,174000,2020-05-26,2020-07-28,CERTIFIED,MENLO PARK,CA
13867,ads alliance data systems inc,Data Scientist,99000,2020-05-26,2020-10-01,CERTIFIED,COLUMBUS,OH
13868,kenshoo inc,Data Scientist,76500,2020-05-26,2020-10-01,CERTIFIED,SAN FRANCISCO,CA
13869,lowe's companies inc,Data Scientist,120000,2020-05-26,2020-10-01,CERTIFIED,CHARLOTTE,NC
13870,erp wiz inc,Data Scientist,74984,2020-05-26,2020-10-01,CERTIFIED,BOTHELL,WA
13871,trexquant investment lp,Data Scientist,115000,2020-05-26,2020-10-01,CERTIFIED,STAMFORD,CT
13872,the pnc financial services group inc,Data Scientist,92000,2020-05-26,2020-06-02,CERTIFIED,PITTSBURGH,PA
13873,erp wiz inc,Data Scientist,113381,2020-05-26,2020-10-01,CERTIFIED,BOTHELL,WA
13874,infosys limited,Associate Data Scientist,86840,2020-05-26,2020-10-01,CERTIFIED,TAMPA,FL
13875,cloudix inc,Junior Data Scientist,78000,2020-05-26,2020-10-01,CERTIFIED,BROOMFIELD,CO
13876,bill me later inc,Data Scientist,114800,2020-05-26,2020-10-01,CERTIFIED,PLYMOUTH MEETING,PA
13877,tecspirit corp,Data Scientist,83200,2020-05-26,2020-10-01,CERTIFIED,IRVING,TX
13878,linkedin corporation,Senior Data Scientist,137000,2020-05-26,2020-06-01,CERTIFIED,SUNNYVALE,CA
13879,trexquant investment lp,Data Scientist,115000,2020-05-26,2020-10-01,CERTIFIED,STAMFORD,CT
13880,facebook inc,Data Scientist,147100,2020-05-26,2020-10-17,CERTIFIED,MENLO PARK,CA
13881,trexquant investment lp,Data Scientist,90000,2020-05-26,2020-10-01,CERTIFIED,STAMFORD,CT
13882,foundation inc,Data Scientist,90000,2020-05-26,2020-10-01,CERTIFIED,IRVINE,CA
13883,deserve inc,Data Scientist,110094,2020-05-26,2020-10-01,CERTIFIED,MENLO PARK,CA
13884,progressive casualty insurance company,Data Scientist,112000,2020-05-26,2020-06-23,CERTIFIED,MAYFIELD VILLAGE,OH
13885,amazon,Data Scientist,140000,2020-05-26,2020-05-28,CERTIFIED,SEATTLE,WA
13886,amazon,Data Scientist,145000,2020-05-26,2020-06-01,CERTIFIED,SEATTLE,WA
13887,polis inc,Data Scientist,96928,2020-05-26,2020-05-29,CERTIFIED,BOSTON,MA
13888,quantium inc,Senior Data Scientist,99670,2020-05-27,2020-07-03,CERTIFIED,SAN FRANCISCO,CA
13889,idelic inc,Data Scientist,82400,2020-05-27,2020-10-01,CERTIFIED,PITTSBURGH,PA
13890,the nielsen company (us) llc,Data Scientist,130000,2020-05-27,2020-10-01,CERTIFIED,NEEDHAM,MA
13891,eliassen group llc,Data Scientist,100000,2020-05-27,2020-10-01,CERTIFIED,CHARLOTTE,NC
13892,aetna resources llc,Senior Data Scientist,125000,2020-05-27,2020-06-08,CERTIFIED,WELLESLEY,MA
13893,facebook inc,Data Scientist,190000,2020-05-27,2020-06-08,CERTIFIED,FREMONT,CA
13894,aetna resources llc,Senior Data Scientist,145000,2020-05-27,2020-06-08,CERTIFIED,NEW YORK,NY
13895,r systems inc,Data Scientist,100000,2020-05-27,2020-10-01,CERTIFIED,DOWNERS GROVE,IL
13896,the nielsen company (us) llc,Data Scientist,80000,2020-05-27,2020-10-01,CERTIFIED,OLDSMAR,FL
13897,veeva systems inc,Data Scientist,115000,2020-05-27,2020-05-29,CERTIFIED,NEW YORK,NY
13898,the nielsen company (us) llc,Data Scientist,130000,2020-05-27,2020-10-01,CERTIFIED,HOUSTON,TX
13899,the nielsen company (us) llc,Lead Data Scientist,100000,2020-05-27,2020-10-01,CERTIFIED,CHICAGO,IL
13900,xo energy llc,Data Scientist,150000,2020-05-27,2020-09-06,CERTIFIED,LANDENBERG,PA
13901,apple inc,Data Scientist,150000,2020-05-27,2020-10-01,CERTIFIED,CUPERTINO,CA
13902,quantium inc,Lead Data Scientist,112441,2020-05-27,2020-07-03,CERTIFIED,SAN FRANCISCO,CA
13903,lowe's companies inc,Data Scientist,120000,2020-05-27,2020-10-01,CERTIFIED,HUNTERSVILLE,NC
13904,lowe's companies inc,Data Scientist,120000,2020-05-27,2020-10-01,CERTIFIED,MOORESVILLE,NC
13905,wal-mart associates inc,Senior Data Scientist,149500,2020-05-27,2020-06-15,CERTIFIED,RESTON,VA
13906,pactera technologies inc,Data Scientist,72800,2020-05-27,2020-10-01,CERTIFIED,BELLEVUE,WA
13907,pactera technologies inc,Data Scientist,72696,2020-05-27,2020-10-01,CERTIFIED,BELLEVUE,WA
13908,convr inc,Associate Data Scientist,82000,2020-05-27,2020-10-01,CERTIFIED,SCHAUMBURG,IL
13909,the children's hospital of philadelphia,Data Scientist,53394,2020-05-27,2020-06-15,CERTIFIED - WITHDRAWN,PHILADELPHIA,PA
13910,the boeing company,Data Scientist,102000,2020-05-27,2020-06-08,CERTIFIED,RENTON,WA
13911,arimo llc,Data Scientist,160000,2020-05-27,2020-10-01,CERTIFIED,MOUNTAIN VIEW,CA
13912,afe inc,Data Scientist,64002,2020-05-27,2020-10-01,CERTIFIED,MILWAUKEE,WI
13913,aptude inc,Data Scientist,85000,2020-05-27,2020-10-01,CERTIFIED,GREEN BAY,IL
13914,r systems inc,Data Scientist,110000,2020-05-27,2020-10-01,CERTIFIED,DOWNERS GROVE,IL
13915,lowe's companies inc,Senior Data Scientist,141000,2020-05-28,2020-10-01,CERTIFIED,MOORESVILLE,NC
13916,c3ai inc,Data Scientist,107182,2020-05-28,2020-10-01,CERTIFIED,REDWOOD CITY,CA
13917,wayfair llc,Data Scientist,115000,2020-05-28,2020-05-31,CERTIFIED,BOSTON,MA
13918,c3ai inc,Data Scientist,107182,2020-05-28,2020-10-01,CERTIFIED,REDWOOD CITY,CA
13919,dynpro inc,Data Scientist,75000,2020-05-28,2020-10-01,CERTIFIED,ANN ARBOR,MI
13920,ul llc,Associate Data Scientist,75650,2020-05-28,2020-10-01,CERTIFIED,CHICAGO,IL
13921,circle k stores inc,Data Scientist,75000,2020-05-28,2020-10-01,CERTIFIED,TEMPE,AZ
13922,facebook inc,Data Scientist,157826,2020-05-28,2020-06-08,CERTIFIED,MENLO PARK,CA
13923,c3ai inc,Data Scientist,107182,2020-05-28,2020-10-01,CERTIFIED,REDWOOD CITY,CA
13924,tripadvisor llc,Senior Data Scientist,141100,2020-05-28,2020-08-15,CERTIFIED,BOSTON,MA
13925,lowe's companies inc,Data Scientist,125000,2020-05-28,2020-10-01,CERTIFIED,HUNTERSVILLE,NC
13926,incedo inc,Data Scientist,87630,2020-05-28,2020-10-01,CERTIFIED,ISELIN,NJ
13927,ice futures us inc,Data Scientist,73300,2020-05-28,2020-06-08,CERTIFIED,CHICAGO,IL
13928,aon consulting inc,Senior Data Scientist,104130,2020-05-28,2020-10-01,CERTIFIED,NEW YORK,NY
13929,infosys limited,Data Scientist,94000,2020-05-28,2020-06-08,CERTIFIED,INDIAN LAND,SC
13930,amazon,Associate Data Scientist,110000,2020-05-28,2020-10-01,CERTIFIED,BELLEVUE,WA
13931,circle k stores inc,Data Scientist,90000,2020-05-28,2020-10-01,CERTIFIED,TEMPE,AZ
13932,convoy inc,Data Scientist,90000,2020-05-28,2020-10-01,CERTIFIED,SEATTLE,WA
13933,lowe's companies inc,Data Scientist,120000,2020-05-28,2020-10-01,CERTIFIED,MOORESVILLE,NC
13934,remind101 inc,Data Scientist,137500,2020-05-28,2020-10-01,CERTIFIED,SAN BRUNO,CA
13935,advance magazine publishers inc,Data Scientist,117000,2020-05-28,2020-10-01,CERTIFIED,NEW YORK,NY
13936,asana inc,Data Scientist,143000,2020-05-28,2020-11-27,CERTIFIED,SAN FRANCISCO,CA
13937,amazon,Data Scientist,150000,2020-05-28,2020-06-01,CERTIFIED,SEATTLE,WA
13938,audible inc,Data Scientist,130000,2020-05-28,2020-10-01,CERTIFIED,NEWARK,NJ
13939,baanyan software services inc,Data Scientist,82000,2020-05-28,2020-10-01,CERTIFIED,MINNEAPOLIS,MN
13940,comcast cable communications llc,Senior Data Scientist,56264,2020-05-28,2020-11-20,CERTIFIED,PHILADELPHIA,PA
13941,bayer us llc,Data Scientist,130000,2020-05-28,2020-10-23,CERTIFIED,WHIPPANY,NJ
13942,marketing associates llc dba onemagnify,Data Scientist,80000,2020-05-29,2020-10-01,CERTIFIED,NORTHVILLE,MI
13943,hulu llc,Senior Data Scientist,169000,2020-05-29,2020-09-02,CERTIFIED,SANTA MONICA,CA
13944,isoftstone inc,Data Scientist,104000,2020-05-29,2020-10-01,CERTIFIED,KIRKLAND,WA
13945,trustees of grinnell college,Data Scientist,55578,2020-05-29,2020-11-01,CERTIFIED,GRINNELL,IA
13946,oracle america inc,Data Scientist,132870,2020-05-29,2020-11-01,CERTIFIED,AUSTIN,TX
13947,chewy inc,Data Scientist,133000,2020-05-29,2020-06-15,CERTIFIED,DANIA BEACH,FL
13948,pandit view software llc,Data Scientist,105000,2020-05-29,2020-06-01,CERTIFIED,CENTENNIAL,CO
13949,electronic arts inc,Senior Data Scientist,180000,2020-05-29,2020-06-11,CERTIFIED,REDWOOD CITY,CA
13950,d-route logistics inc,Data Scientist,75000,2020-05-29,2020-10-01,CERTIFIED,BELTSVILLE,MD
13951,bayer us llc,Senior Data Scientist,133200,2020-05-29,2020-06-08,CERTIFIED,ST. LOUIS,MO
13952,zillow inc,Senior Data Scientist,171286,2020-05-29,2020-11-06,CERTIFIED,SAN FRANCISCO,CA
13953,tektra it services inc,Data Scientist,91104,2020-05-29,2020-10-01,CERTIFIED,HOUSTON,TX
13954,quicken loans llc,Data Scientist,86500,2020-05-29,2020-10-01,CERTIFIED,DETROIT,MI
13955,nvidia corporation,Data Scientist,205200,2020-05-29,2020-05-29,CERTIFIED,BOSTON,MA
13956,international business machines corporation,Data Scientist,112600,2020-05-29,2020-06-08,CERTIFIED,PISCATAWAY,NJ
13957,pandit view software llc,Data Scientist,120000,2020-05-29,2020-06-01,CERTIFIED,CENTENNIAL,CO
13958,amazon,Associate Data Scientist,115000,2020-05-29,2020-06-08,CERTIFIED,BELLEVUE,WA
13959,nk technolabs llc,Data Scientist,88026,2020-05-29,2020-10-01,CERTIFIED,SOMERVILLE,MA
13960,uber technologies inc,Data Scientist,140950,2020-05-29,2020-06-05,CERTIFIED,SAN FRANCISCO,CA
13961,amazon,Data Scientist,127900,2020-05-30,2020-06-21,CERTIFIED,SEATTLE,WA
13962,tiger analytics llc,Senior Data Scientist,120000,2020-06-01,2020-10-01,CERTIFIED,CHICAGO,IL
13963,nes health llc,Data Scientist,75000,2020-06-01,2020-10-01,CERTIFIED,TAMPA,FL
13964,tiger analytics llc,Data Scientist,87000,2020-06-01,2020-10-01,CERTIFIED,CHICAGO,IL
13965,altisource solutions inc,Data Scientist,74400,2020-06-01,2020-10-01,CERTIFIED - WITHDRAWN,EAST BOSTON,MA
13966,university of utah,Data Scientist,109242,2020-06-01,2020-12-01,CERTIFIED,SALT LAKE CITY,UT
13967,quicken loans llc,Data Scientist,78000,2020-06-01,2020-10-01,CERTIFIED,DETROIT,MI
13968,quicken loans llc,Data Scientist,78000,2020-06-01,2020-10-01,CERTIFIED,DETROIT,MI
13969,spotify usa inc,Data Scientist,145000,2020-06-01,2020-06-15,CERTIFIED,NEW YORK,NY
13970,regions bank,Data Scientist,95058,2020-06-01,2020-10-01,CERTIFIED,BIRMINGHAM,AL
13971,figur8 inc,Data Scientist,76357,2020-06-01,2020-10-01,CERTIFIED,BOSTON,MA
13972,gorbel inc,Data Scientist,86799,2020-06-01,2020-10-01,CERTIFIED,VICTOR,NY
13973,c3ai inc,Data Scientist,134202,2020-06-01,2020-10-01,CERTIFIED,NEW YORK CITY,NY
13974,emc consulting group inc,Senior Data Scientist,94307,2020-06-01,2020-06-01,CERTIFIED,IRVING,TX
13975,chewy inc,Data Scientist,133000,2020-06-01,2020-06-08,CERTIFIED,DANIA BEACH,FL
13976,facebook inc,Data Scientist,178000,2020-06-01,2020-06-08,CERTIFIED,MENLO PARK,CA
13977,abzooba inc,Data Scientist,106000,2020-06-01,2020-10-01,CERTIFIED,MILPITAS,CA
13978,contextlogic inc dba wish,Data Scientist,170000,2020-06-01,2020-06-15,CERTIFIED,SAN FRANCISCO,CA
13979,orr safety corporation,Data Scientist,90900,2020-06-01,2020-10-01,CERTIFIED,LOUISVILLE,KY
13980,d1 capital partners lp,Data Scientist,200000,2020-06-01,2020-06-15,CERTIFIED,NEW YORK,NY
13981,amazon,Data Scientist,155000,2020-06-02,2020-06-08,CERTIFIED,SEATTLE,WA
13982,intel corporation,Data Scientist,89773,2020-06-02,2020-06-06,CERTIFIED,SANTA CLARA,CA
13983,stripe inc,Data Scientist,89898,2020-06-02,2020-07-06,CERTIFIED,SAN FRANCISCO,CA
13984,basis set ventures,Data Scientist,92560,2020-06-02,2020-10-01,DENIED,SAN FRANCISCO,CA
13985,linkedin corporation,Senior Data Scientist,141586,2020-06-02,2020-12-01,CERTIFIED,SUNNYVALE,CA
13986,general motors company,Data Scientist,116966,2020-06-02,2020-09-06,CERTIFIED,DETROIT,MI
13987,stripe inc,Data Scientist,76024,2020-06-02,2020-07-06,CERTIFIED,SAN FRANCISCO,CA
13988,exlservicecom llc,Data Scientist,97635,2020-06-02,2020-10-01,CERTIFIED,JERSEY CITY,NJ
13989,incedo inc,Associate Data Scientist,94000,2020-06-02,2020-10-01,CERTIFIED,ISELIN,NJ
13990,amazon,Data Scientist,145000,2020-06-02,2020-06-08,CERTIFIED,SEATTLE,WA
13991,amazon,Data Scientist,140000,2020-06-02,2020-06-08,CERTIFIED,BELLEVUE,WA
13992,amazon,Data Scientist,140000,2020-06-02,2020-10-01,CERTIFIED,NORTH READING,MA
13993,optimal solutions group llc,Junior Data Scientist,73008,2020-06-02,2020-10-01,CERTIFIED,COLLEGE PARK,MD
13994,incedo inc,Associate Data Scientist,110000,2020-06-02,2020-10-01,CERTIFIED,ISELIN,NJ
13995,amazon,Data Scientist,130000,2020-06-02,2020-06-08,CERTIFIED,BELLEVUE,WA
13996,demeter analytics services llc,Data Scientist,140000,2020-06-02,2020-10-29,CERTIFIED,ARLINGTON,VA
13997,google,Data Scientist,153000,2020-06-02,2020-06-09,CERTIFIED,MOUNTAIN VIEW,CA
13998,incedo inc,Data Scientist,87630,2020-06-02,2020-10-01,CERTIFIED,ISELIN,NJ
13999,savvy it group inc,Data Scientist,75000,2020-06-02,2020-10-01,CERTIFIED,FRANKLIN,TN
14000,nes health llc,Data Scientist,75000,2020-06-02,2020-10-01,CERTIFIED,TAMPA,FL
14001,analysts international corporation,Data Scientist,79186,2020-06-03,2020-10-01,CERTIFIED,EDINA,MN
14002,novartis institutes for biomedical research inc,Data Scientist,101088,2020-06-03,2020-06-05,CERTIFIED,SAN DIEGO,CA
14003,tiger analytics llc,Lead Data Scientist,130000,2020-06-03,2020-09-08,CERTIFIED,AUSTIN,TX
14004,lowe's companies inc,Data Scientist,120000,2020-06-03,2020-10-01,CERTIFIED,CHARLOTTE,NC
14005,amazon,Data Scientist,157000,2020-06-03,2020-06-15,CERTIFIED,SEATTLE,WA
14006,corecompete inc,Senior Data Scientist,99270,2020-06-03,2020-09-07,CERTIFIED,DURHAM,NC
14007,nvidia corporation,Data Scientist,220200,2020-06-03,2020-06-03,CERTIFIED,BOSTON,MA
14008,hm holdings inc,Lead Data Scientist,112902,2020-06-03,2020-10-01,CERTIFIED,SAINT LOUIS PARK,MN
14009,marketing associates llc dba onemagnify,Data Scientist,80000,2020-06-03,2020-10-01,CERTIFIED,DEARBORN,MI
14010,linkedin corporation,Senior Data Scientist,168002,2020-06-03,2020-06-08,CERTIFIED,SUNNYVALE,CA
14011,elysium digital llc,Data Scientist,73778,2020-06-03,2020-10-01,CERTIFIED,BOSTON,MA
14012,ministers and missionaries benefit board of american baptist church,Data Scientist,65499,2020-06-03,2020-10-01,CERTIFIED,NEW YORK,NY
14013,battelle memorial institute,Data Scientist,101000,2020-06-03,2020-09-14,CERTIFIED,RICHLAND,WA
14014,dataminr inc,Associate Data Scientist,145000,2020-06-03,2020-08-01,CERTIFIED,NEW YORK,NY
14015,2nd order solutions inc,Senior Data Scientist,110000,2020-06-03,2020-06-03,CERTIFIED,ARLINGTON,VA
14016,red hat inc,Data Scientist,91541,2020-06-03,2020-10-01,CERTIFIED,RALEIGH,NC
14017,mindstrong inc,Senior Data Scientist,195000,2020-06-03,2020-06-20,CERTIFIED - WITHDRAWN,MOUNTAIN VIEW,CA
14018,bp america inc,Data Scientist,68515,2020-06-04,2020-09-19,CERTIFIED,HOUSTON,TX
14019,express scripts pharmacy inc,Data Scientist,90000,2020-06-04,2020-06-12,CERTIFIED,ST. LOUIS,MO
14020,genentech inc,Data Scientist,112000,2020-06-04,2020-10-01,CERTIFIED,SOUTH SAN FRANCISCO,CA
14021,zirmed inc,Data Scientist,90000,2020-06-04,2020-10-01,CERTIFIED - WITHDRAWN,CHICAGO,IL
14022,cloudiq technologies inc,Senior Data Scientist,100000,2020-06-04,2020-10-01,CERTIFIED,WESTLAKE VILLAGE,CA
14023,basis set ventures,Data Scientist,92560,2020-06-04,2020-10-01,DENIED,SAN FRANCISCO,CA
14024,fmr llc,Principal Data Scientist,94370,2020-06-04,2020-06-08,CERTIFIED,DURHAM,NC
14025,citizens financial group inc,Senior Data Scientist,106995,2020-06-04,2020-08-31,CERTIFIED,BOSTON,MA
14026,birkman international inc,Data Scientist,153452,2020-06-04,2020-08-31,CERTIFIED,HOUSTON,TX
14027,petabyte technologies llc,Data Scientist,110000,2020-06-04,2020-06-04,CERTIFIED,FRISCO,TX
14028,amazon,Data Scientist,155000,2020-06-04,2020-06-15,CERTIFIED,SEATTLE,WA
14029,bill me later inc,Data Scientist,96710,2020-06-04,2020-10-01,CERTIFIED,TIMONIUM,MD
14030,philo inc,Principal Data Scientist,185000,2020-06-04,2020-06-15,CERTIFIED,SAN FRANCISCO,CA
14031,c3ai inc,Data Scientist,111904,2020-06-05,2020-10-01,CERTIFIED,NEW YORK,NY
14032,the nielsen company (us) llc,Data Scientist,89918,2020-06-05,2020-10-01,CERTIFIED,JERSEY CITY,NJ
14033,newsday llc,Data Scientist,70034,2020-06-05,2020-10-01,CERTIFIED,MELVILLE,NY
14034,stratacache inc,Data Scientist,95000,2020-06-05,2020-10-01,CERTIFIED,MALVERN,PA
14035,linkedin corporation,Senior Data Scientist,127000,2020-06-05,2020-06-09,CERTIFIED,SUNNYVALE,CA
14036,incedo inc,Data Scientist,87630,2020-06-05,2020-10-01,CERTIFIED - WITHDRAWN,SPRING VALLEY,NY
